rowpair-ledger-v1
G	000	O	19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22
T	002	O	19	19	0	11	13	16	8
T	002	O	19	19	1	10	14	18	6
T	002	O	19	19	1	11	15	16	4
T	002	O	19	20	0	7	8	25	24
T	002	O	19	20	0	8	9	23	14
T	002	O	19	20	0	9	10	21	7
T	002	O	19	20	0	10	11	19	2
T	002	O	19	20	0	11	12	17	4
T	002	O	19	20	0	12	13	15	4
T	002	O	19	20	1	7	10	25	8
T	002	O	19	20	1	8	11	23	25
T	002	O	19	20	1	9	12	21	13
T	002	O	19	20	1	10	13	19	5
T	002	O	19	20	1	11	14	17	8
T	002	O	19	21	0	8	8	24	16
T	002	O	19	21	0	9	9	22	12
T	002	O	19	21	0	10	10	20	9
T	002	O	19	21	0	11	11	18	3
T	002	O	19	21	0	12	12	16	8
T	002	O	19	21	1	7	9	26	2
T	002	O	19	21	1	8	10	24	11
T	002	O	19	21	1	9	11	22	10
T	002	O	19	21	1	10	12	20	7
T	002	O	19	21	1	11	13	18	6
T	002	O	19	22	0	9	8	23	2
T	002	O	19	22	0	10	9	21	1
T	002	O	19	22	0	11	10	19	4
T	002	O	19	22	0	13	12	15	2
T	002	O	19	22	1	9	10	23	3
T	002	O	19	22	1	10	11	21	6
T	002	O	20	19	0	7	8	25	24
T	002	O	20	19	0	8	9	23	14
T	002	O	20	19	0	9	10	21	7
T	002	O	20	19	0	10	11	19	2
